# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-01-26 17:32:46 -05:00	(natwebcaas01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 430429089230301 DN-07/09E/23-0005
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
#
# Referenced agency codes (lev_agency_cd) included in this output
#
#     ""         Not Determined
#     USGS       U.S. Geological Survey
#     WI001      Wisconsin Department of Natural Resources
#     WI013      Wisconsin Department of Administration
#
# Referenced site type codes (site_tp_cd) included in this output
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output
#
#     ""         The reported water-level measurement represents a static level
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd
USGS	430429089230301	GW	1957-01-12			86.78				
USGS	430429089230301	GW	1957-01-13			86.78				
USGS	430429089230301	GW	1957-01-14			86.78				
USGS	430429089230301	GW	1957-01-15			86.79				
USGS	430429089230301	GW	1957-01-16			86.81				
USGS	430429089230301	GW	1957-01-17			86.84				
USGS	430429089230301	GW	1957-01-18			86.9				
USGS	430429089230301	GW	1957-01-19			86.93				
USGS	430429089230301	GW	1957-01-20			86.93				
USGS	430429089230301	GW	1957-01-21			86.91				
USGS	430429089230301	GW	1957-01-22			86.9				
USGS	430429089230301	GW	1957-01-23			86.98				
USGS	430429089230301	GW	1957-01-24			87.07				
USGS	430429089230301	GW	1957-01-25			87.13				
USGS	430429089230301	GW	1957-01-26			87.2				
USGS	430429089230301	GW	1957-01-27			87.2				
USGS	430429089230301	GW	1957-01-28			87.2				
USGS	430429089230301	GW	1957-01-29			87.2				
USGS	430429089230301	GW	1957-01-30			87.21				
USGS	430429089230301	GW	1957-01-31			87.21				
USGS	430429089230301	GW	1957-02-01			87.23				
USGS	430429089230301	GW	1957-02-02			87.25				
USGS	430429089230301	GW	1957-02-03			87.25				
USGS	430429089230301	GW	1957-02-04			87.19				
USGS	430429089230301	GW	1957-02-05			87.16				
USGS	430429089230301	GW	1957-02-06			87.16				
USGS	430429089230301	GW	1957-02-07			87.17				
USGS	430429089230301	GW	1957-02-08			87.2				
USGS	430429089230301	GW	1957-02-09			87.22				
USGS	430429089230301	GW	1957-02-10			87.21				
USGS	430429089230301	GW	1957-02-11			87.16				
USGS	430429089230301	GW	1957-02-12			87.14				
USGS	430429089230301	GW	1957-02-13			87.13				
USGS	430429089230301	GW	1957-02-14			87.31				
USGS	430429089230301	GW	1957-02-15			87.32				
USGS	430429089230301	GW	1957-02-16			87.32				
USGS	430429089230301	GW	1957-02-17			87.31				
USGS	430429089230301	GW	1957-02-18			87.23				
USGS	430429089230301	GW	1957-02-19			87.18				
USGS	430429089230301	GW	1957-02-20			87.22				
USGS	430429089230301	GW	1957-02-21			87.22				
USGS	430429089230301	GW	1957-02-22			87.29				
USGS	430429089230301	GW	1957-02-23			87.3				
USGS	430429089230301	GW	1957-02-24			87.3				
USGS	430429089230301	GW	1957-02-25			87.16				
USGS	430429089230301	GW	1957-02-26			87.06				
USGS	430429089230301	GW	1957-02-27			87.11				
USGS	430429089230301	GW	1957-02-28			87.15				
USGS	430429089230301	GW	1957-03-01			87.19				
USGS	430429089230301	GW	1957-03-02			87.21				
USGS	430429089230301	GW	1957-03-03			87.21				
USGS	430429089230301	GW	1957-03-04			87.19				
USGS	430429089230301	GW	1957-03-05			87.16				
USGS	430429089230301	GW	1957-03-06			87.19				
USGS	430429089230301	GW	1957-03-07			87.26				
USGS	430429089230301	GW	1957-03-08			87.29				
USGS	430429089230301	GW	1957-03-09			87.31				
USGS	430429089230301	GW	1957-03-10			87.31				
USGS	430429089230301	GW	1957-03-11			87.29				
USGS	430429089230301	GW	1957-03-12			87.17				
USGS	430429089230301	GW	1957-03-13			87.21				
USGS	430429089230301	GW	1957-03-14			87.26				
USGS	430429089230301	GW	1957-03-15			87.3				
USGS	430429089230301	GW	1957-03-16			87.39				
USGS	430429089230301	GW	1957-03-17			87.4				
USGS	430429089230301	GW	1957-03-18			87.39				
USGS	430429089230301	GW	1957-03-19			87.34				
USGS	430429089230301	GW	1957-03-20			87.3				
USGS	430429089230301	GW	1957-03-21			87.37				
USGS	430429089230301	GW	1957-03-22			87.37				
USGS	430429089230301	GW	1957-03-23			87.38				
USGS	430429089230301	GW	1957-03-24			87.37				
USGS	430429089230301	GW	1957-03-25			87.3				
USGS	430429089230301	GW	1957-03-26			87.22				
USGS	430429089230301	GW	1957-03-27			87.24				
USGS	430429089230301	GW	1957-03-28			87.28				
USGS	430429089230301	GW	1957-03-29			87.32				
USGS	430429089230301	GW	1957-03-30			87.37				
USGS	430429089230301	GW	1957-03-31			87.37				
USGS	430429089230301	GW	1957-04-01			87.31				
USGS	430429089230301	GW	1957-04-02			87.29				
USGS	430429089230301	GW	1957-04-03			87.37				
USGS	430429089230301	GW	1957-04-04			87.37				
USGS	430429089230301	GW	1957-04-05			87.31				
USGS	430429089230301	GW	1957-04-06			87.25				
USGS	430429089230301	GW	1957-04-07			87.2				
USGS	430429089230301	GW	1957-04-08			87.13				
USGS	430429089230301	GW	1957-04-09			87.06				
USGS	430429089230301	GW	1957-04-10			87.03				
USGS	430429089230301	GW	1957-04-11			87.03				
USGS	430429089230301	GW	1957-04-12			87.04				
USGS	430429089230301	GW	1957-04-13			87.07				
USGS	430429089230301	GW	1957-04-14			87.06				
USGS	430429089230301	GW	1957-04-15			87				
USGS	430429089230301	GW	1957-04-16			86.9				
USGS	430429089230301	GW	1957-04-17			86.85				
USGS	430429089230301	GW	1957-04-18			86.89				
USGS	430429089230301	GW	1957-04-19			86.93				
USGS	430429089230301	GW	1957-04-20			86.93				
USGS	430429089230301	GW	1957-04-21			86.92				
USGS	430429089230301	GW	1957-04-22			86.87				
USGS	430429089230301	GW	1957-04-23			86.79				
USGS	430429089230301	GW	1957-04-24			86.74				
USGS	430429089230301	GW	1957-04-25			86.87				
USGS	430429089230301	GW	1957-04-26			87.01				
USGS	430429089230301	GW	1957-04-27			87.11				
USGS	430429089230301	GW	1957-04-28			87.15				
USGS	430429089230301	GW	1957-04-29			87.15				
USGS	430429089230301	GW	1957-04-30			87.09				
USGS	430429089230301	GW	1957-05-01			87.13				
USGS	430429089230301	GW	1957-05-02			87.23				
USGS	430429089230301	GW	1957-05-03			87.36				
USGS	430429089230301	GW	1957-05-04			87.48				
USGS	430429089230301	GW	1957-05-05			87.48				
USGS	430429089230301	GW	1957-05-06			87.42				
USGS	430429089230301	GW	1957-05-07			87.34				
USGS	430429089230301	GW	1957-05-08			87.53				
USGS	430429089230301	GW	1957-05-09			87.84				
USGS	430429089230301	GW	1957-05-10			88.01				
USGS	430429089230301	GW	1957-05-11			88.02				
USGS	430429089230301	GW	1957-05-12			88.02				
USGS	430429089230301	GW	1957-05-13			87.89				
USGS	430429089230301	GW	1957-05-14			87.7				
USGS	430429089230301	GW	1957-05-15			87.61				
USGS	430429089230301	GW	1957-05-16			87.68				
USGS	430429089230301	GW	1957-05-17			87.69				
USGS	430429089230301	GW	1957-05-18			87.69				
USGS	430429089230301	GW	1957-05-19			87.61				
USGS	430429089230301	GW	1957-05-20			87.36				
USGS	430429089230301	GW	1957-05-21			87.17				
USGS	430429089230301	GW	1957-05-22			87.04				
USGS	430429089230301	GW	1957-05-23			87.01				
USGS	430429089230301	GW	1957-05-24			87.03				
USGS	430429089230301	GW	1957-05-25			87.05				
USGS	430429089230301	GW	1957-05-26			87.01				
USGS	430429089230301	GW	1957-05-27			86.85				
USGS	430429089230301	GW	1957-05-28			86.71				
USGS	430429089230301	GW	1957-05-29			86.78				
USGS	430429089230301	GW	1957-05-30			86.82				
USGS	430429089230301	GW	1957-05-31			86.8				
USGS	430429089230301	GW	1957-06-01			86.75				
USGS	430429089230301	GW	1957-06-02			86.77				
USGS	430429089230301	GW	1957-06-03			86.75				
USGS	430429089230301	GW	1957-06-04			87.05				
USGS	430429089230301	GW	1957-06-05			87.32				
USGS	430429089230301	GW	1957-06-06			87.42				
USGS	430429089230301	GW	1957-06-07			87.51				
USGS	430429089230301	GW	1957-06-08			87.61				
USGS	430429089230301	GW	1957-06-09			87.7				
USGS	430429089230301	GW	1957-06-10			87.8				
USGS	430429089230301	GW	1957-06-11			87.86				
USGS	430429089230301	GW	1957-06-12			87.99				
USGS	430429089230301	GW	1957-06-13			88.01				
USGS	430429089230301	GW	1957-06-14			88.03				
USGS	430429089230301	GW	1957-06-15			88.14				
USGS	430429089230301	GW	1957-06-16			88.14				
USGS	430429089230301	GW	1957-06-17			88.1				
USGS	430429089230301	GW	1957-06-18			88.13				
USGS	430429089230301	GW	1957-06-19			88.23				
USGS	430429089230301	GW	1957-06-20			88.35				
USGS	430429089230301	GW	1957-06-21			88.5				
USGS	430429089230301	GW	1957-06-22			88.61				
USGS	430429089230301	GW	1957-06-23			88.81				
USGS	430429089230301	GW	1957-06-24			88.96				
USGS	430429089230301	GW	1957-06-25			89.04				
USGS	430429089230301	GW	1957-06-26			89.22				
USGS	430429089230301	GW	1957-06-27			89.22				
USGS	430429089230301	GW	1957-06-28			89.33				
USGS	430429089230301	GW	1957-06-29			89.33				
USGS	430429089230301	GW	1957-06-30			88.93				
USGS	430429089230301	GW	1957-07-01			88.5				
USGS	430429089230301	GW	1957-07-02			88.22				
USGS	430429089230301	GW	1957-07-03			88.18				
USGS	430429089230301	GW	1957-07-04			88.19				
USGS	430429089230301	GW	1957-07-05			88.1				
USGS	430429089230301	GW	1957-07-06			88.11				
USGS	430429089230301	GW	1957-07-07			88.03				
USGS	430429089230301	GW	1957-07-08			87.97				
USGS	430429089230301	GW	1957-07-09			88.02				
USGS	430429089230301	GW	1957-07-10			88.2				
USGS	430429089230301	GW	1957-07-11			88.45				
USGS	430429089230301	GW	1957-07-12			88.75				
USGS	430429089230301	GW	1957-07-13			88.85				
USGS	430429089230301	GW	1957-07-14			88.85				
USGS	430429089230301	GW	1957-07-15			88.81				
USGS	430429089230301	GW	1957-07-16			88.71				
USGS	430429089230301	GW	1957-07-17			88.71				
USGS	430429089230301	GW	1957-07-18			88.67				
USGS	430429089230301	GW	1957-07-19			88.76				
USGS	430429089230301	GW	1957-07-20			88.85				
USGS	430429089230301	GW	1957-07-21			88.89				
USGS	430429089230301	GW	1957-07-22			88.89				
USGS	430429089230301	GW	1957-07-23			88.84				
USGS	430429089230301	GW	1957-07-24			88.85				
USGS	430429089230301	GW	1957-07-25			88.85				
USGS	430429089230301	GW	1957-07-26			88.88				
USGS	430429089230301	GW	1957-07-27			88.93				
USGS	430429089230301	GW	1957-07-28			88.93				
USGS	430429089230301	GW	1957-07-29			88.88				
USGS	430429089230301	GW	1957-07-30			89.02				
USGS	430429089230301	GW	1957-07-31			89.21				
USGS	430429089230301	GW	1957-08-01			89.28				
USGS	430429089230301	GW	1957-08-02			89.36				
USGS	430429089230301	GW	1957-08-03			89.43				
USGS	430429089230301	GW	1957-08-04			89.51				
USGS	430429089230301	GW	1957-08-05			89.58				
USGS	430429089230301	GW	1957-08-06			89.66				
USGS	430429089230301	GW	1957-08-07			89.76				
USGS	430429089230301	GW	1957-08-08			89.95				
USGS	430429089230301	GW	1957-08-09			90.19				
USGS	430429089230301	GW	1957-08-10			90.2				
USGS	430429089230301	GW	1957-08-11			90.2				
USGS	430429089230301	GW	1957-08-12			89.98				
USGS	430429089230301	GW	1957-08-13			89.76				
USGS	430429089230301	GW	1957-08-14			89.73				
USGS	430429089230301	GW	1957-08-15			89.73				
USGS	430429089230301	GW	1957-08-16			89.93				
USGS	430429089230301	GW	1957-08-17			90.02				
USGS	430429089230301	GW	1957-08-18			90.01				
USGS	430429089230301	GW	1957-08-19			89.81				
USGS	430429089230301	GW	1957-08-20			89.62				
USGS	430429089230301	GW	1957-08-21			89.55				
USGS	430429089230301	GW	1957-08-22			89.7				
USGS	430429089230301	GW	1957-08-23			89.86				
USGS	430429089230301	GW	1957-08-24			89.88				
USGS	430429089230301	GW	1957-08-25			89.86				
USGS	430429089230301	GW	1957-08-26			89.65				
USGS	430429089230301	GW	1957-08-27			89.45				
USGS	430429089230301	GW	1957-08-28			89.44				
USGS	430429089230301	GW	1957-08-29			89.32				
USGS	430429089230301	GW	1957-08-30			89.3				
USGS	430429089230301	GW	1957-08-31			89.3				
USGS	430429089230301	GW	1957-09-01			89.29				
USGS	430429089230301	GW	1957-09-02			89.07				
USGS	430429089230301	GW	1957-09-03			88.75				
USGS	430429089230301	GW	1957-09-04			88.54				
USGS	430429089230301	GW	1957-09-05			88.63				
USGS	430429089230301	GW	1957-09-06			88.63				
USGS	430429089230301	GW	1957-09-07			88.63				
USGS	430429089230301	GW	1957-09-08			88.6				
USGS	430429089230301	GW	1957-09-09			88.25				
USGS	430429089230301	GW	1957-09-10			88.15				
USGS	430429089230301	GW	1957-09-11			88.23				
USGS	430429089230301	GW	1957-09-12			88.26				
USGS	430429089230301	GW	1957-09-13			88.33				
USGS	430429089230301	GW	1957-09-14			88.38				
USGS	430429089230301	GW	1957-09-15			88.38				
USGS	430429089230301	GW	1957-09-16			88.23				
USGS	430429089230301	GW	1957-09-17			88.03				
USGS	430429089230301	GW	1957-09-18			88.01				
USGS	430429089230301	GW	1957-09-19			88.1				
USGS	430429089230301	GW	1957-09-20			88.25				
USGS	430429089230301	GW	1957-09-21			88.26				
USGS	430429089230301	GW	1957-09-22			88.21				
USGS	430429089230301	GW	1957-09-23			88.09				
USGS	430429089230301	GW	1957-09-24			88				
USGS	430429089230301	GW	1957-09-25			87.95				
USGS	430429089230301	GW	1957-09-26			87.98				
USGS	430429089230301	GW	1957-09-27			88.1				
USGS	430429089230301	GW	1957-09-28			88.23				
USGS	430429089230301	GW	1957-09-29			88.23				
USGS	430429089230301	GW	1957-09-30			88.12				
USGS	430429089230301	GW	1957-10-01			88.31				
USGS	430429089230301	GW	1957-10-02			88.56				
USGS	430429089230301	GW	1957-10-03			88.87				
USGS	430429089230301	GW	1957-10-04			89.04				
USGS	430429089230301	GW	1957-10-05			89.07				
USGS	430429089230301	GW	1957-10-06			89.07				
USGS	430429089230301	GW	1957-10-07			88.93				
USGS	430429089230301	GW	1957-10-08			88.73				
USGS	430429089230301	GW	1957-10-09			88.73				
USGS	430429089230301	GW	1957-10-10			88.78				
USGS	430429089230301	GW	1957-10-11			88.91				
USGS	430429089230301	GW	1957-10-12			88.94				
USGS	430429089230301	GW	1957-10-13			88.87				
USGS	430429089230301	GW	1957-10-14			88.7				
USGS	430429089230301	GW	1957-10-15			88.42				
USGS	430429089230301	GW	1957-10-16			88.36				
USGS	430429089230301	GW	1957-10-17			88.38				
USGS	430429089230301	GW	1957-10-18			88.53				
USGS	430429089230301	GW	1957-10-19			88.59				
USGS	430429089230301	GW	1957-10-20			88.59				
USGS	430429089230301	GW	1957-10-21			88.52				
USGS	430429089230301	GW	1957-10-22			88.2				
USGS	430429089230301	GW	1957-10-23			88.05				
USGS	430429089230301	GW	1957-10-24			87.91				
USGS	430429089230301	GW	1957-10-25			87.98				
USGS	430429089230301	GW	1957-10-26			88.06				
USGS	430429089230301	GW	1957-10-27			88.06				
USGS	430429089230301	GW	1957-10-28			87.83				
USGS	430429089230301	GW	1957-10-29			87.57				
USGS	430429089230301	GW	1957-10-30			87.47				
USGS	430429089230301	GW	1957-10-31			87.49				
USGS	430429089230301	GW	1957-11-01			87.57				
USGS	430429089230301	GW	1957-11-02			87.6				
USGS	430429089230301	GW	1957-11-03			87.57				
USGS	430429089230301	GW	1957-11-04			87.38				
USGS	430429089230301	GW	1957-11-05			87.26				
USGS	430429089230301	GW	1957-11-06			87.15				
USGS	430429089230301	GW	1957-11-07			86.88				
USGS	430429089230301	GW	1957-11-08			86.59				
USGS	430429089230301	GW	1957-11-09			86.63				
USGS	430429089230301	GW	1957-11-10			86.71				
USGS	430429089230301	GW	1957-11-11			86.71				
USGS	430429089230301	GW	1957-11-12			86.7				
USGS	430429089230301	GW	1957-11-13			86.65				
USGS	430429089230301	GW	1957-11-14			86.97				
USGS	430429089230301	GW	1957-11-15			87.44				
USGS	430429089230301	GW	1957-11-16			87.67				
USGS	430429089230301	GW	1957-11-17			87.73				
USGS	430429089230301	GW	1957-11-18			87.73				
USGS	430429089230301	GW	1957-11-19			87.74				
USGS	430429089230301	GW	1957-11-20			87.86				
USGS	430429089230301	GW	1957-11-21			88.02				
USGS	430429089230301	GW	1957-11-22			88.23				
USGS	430429089230301	GW	1957-11-23			88.3				
USGS	430429089230301	GW	1957-11-24			88.3				
USGS	430429089230301	GW	1957-11-25			88.26				
USGS	430429089230301	GW	1957-11-26			88.25				
USGS	430429089230301	GW	1957-11-27			88.37				
USGS	430429089230301	GW	1957-11-28			88.41				
USGS	430429089230301	GW	1957-11-29			88.37				
