# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-03-19 13:48:30 -04:00	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09380000 COLORADO RIVER AT LEES FERRY, AZ
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 09380000
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    5188        00060        00003      6128           Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     <  Actual value is known to be less than reported value and is write protected.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	5188_00060_00003	5188_00060_00003_cd
USGS	09380000	1922-01-22	4430	A
USGS	09380000	1922-01-23	4220	A
USGS	09380000	1922-01-24	4000	A
USGS	09380000	1922-01-25	4110	A
USGS	09380000	1922-01-26	4430	A
USGS	09380000	1922-01-27	4900	A
USGS	09380000	1922-01-28	4770	A
USGS	09380000	1922-01-29	4430	A
USGS	09380000	1922-01-30	4430	A
USGS	09380000	1922-01-31	4660	A
USGS	09380000	1922-02-01	5150	A
USGS	09380000	1922-02-02	5150	A
USGS	09380000	1922-02-03	5020	A
USGS	09380000	1922-02-04	5150	A
USGS	09380000	1922-02-05	5280	A
USGS	09380000	1922-02-06	5020	A
USGS	09380000	1922-02-07	5280	A
USGS	09380000	1922-02-08	5020	A
USGS	09380000	1922-02-09	4900	A
USGS	09380000	1922-02-10	5020	A
USGS	09380000	1922-02-11	6450	A
USGS	09380000	1922-02-12	10900	A
USGS	09380000	1922-02-13	10000	A
USGS	09380000	1922-02-14	9600	A
USGS	09380000	1922-02-15	10200	A
USGS	09380000	1922-02-16	9810	A
USGS	09380000	1922-02-17	8390	A
USGS	09380000	1922-02-18	7650	A
USGS	09380000	1922-02-19	7650	A
USGS	09380000	1922-02-20	7830	A
USGS	09380000	1922-02-21	8780	A
USGS	09380000	1922-02-22	10200	A
USGS	09380000	1922-02-23	10200	A
USGS	09380000	1922-02-24	10700	A
USGS	09380000	1922-02-25	10700	A
USGS	09380000	1922-02-26	10500	A
USGS	09380000	1922-02-27	10000	A
USGS	09380000	1922-02-28	9810	A
USGS	09380000	1922-03-01	9600	A
USGS	09380000	1922-03-02	9390	A
USGS	09380000	1922-03-03	9390	A
USGS	09380000	1922-03-04	8580	A
USGS	09380000	1922-03-05	7650	A
USGS	09380000	1922-03-06	7300	A
USGS	09380000	1922-03-07	7120	A
USGS	09380000	1922-03-08	6780	A
USGS	09380000	1922-03-09	6780	A
USGS	09380000	1922-03-10	6620	A
USGS	09380000	1922-03-11	6290	A
USGS	09380000	1922-03-12	6130	A
USGS	09380000	1922-03-13	6130	A
USGS	09380000	1922-03-14	6130	A
USGS	09380000	1922-03-15	6290	A
USGS	09380000	1922-03-16	6780	A
USGS	09380000	1922-03-17	10000	A
USGS	09380000	1922-03-18	16800	A
USGS	09380000	1922-03-19	22600	A
USGS	09380000	1922-03-20	24500	A
USGS	09380000	1922-03-21	31200	A
USGS	09380000	1922-03-22	31200	A
USGS	09380000	1922-03-23	24500	A
USGS	09380000	1922-03-24	21200	A
USGS	09380000	1922-03-25	21900	A
USGS	09380000	1922-03-26	21200	A
USGS	09380000	1922-03-27	23700	A
USGS	09380000	1922-03-28	24500	A
USGS	09380000	1922-03-29	24500	A
USGS	09380000	1922-03-30	22200	A
USGS	09380000	1922-03-31	19400	A
USGS	09380000	1922-04-01	17200	A
USGS	09380000	1922-04-02	16000	A
USGS	09380000	1922-04-03	14500	A
USGS	09380000	1922-04-04	13500	A
USGS	09380000	1922-04-05	13000	A
USGS	09380000	1922-04-06	14000	A
USGS	09380000	1922-04-07	16500	A
USGS	09380000	1922-04-08	17800	A
USGS	09380000	1922-04-09	18800	A
USGS	09380000	1922-04-10	18100	A
USGS	09380000	1922-04-11	17800	A
USGS	09380000	1922-04-12	17800	A
USGS	09380000	1922-04-13	18100	A
USGS	09380000	1922-04-14	17500	A
USGS	09380000	1922-04-15	16800	A
USGS	09380000	1922-04-16	15700	A
USGS	09380000	1922-04-17	14800	A
USGS	09380000	1922-04-18	14000	A
USGS	09380000	1922-04-19	14300	A
USGS	09380000	1922-04-20	14000	A
USGS	09380000	1922-04-21	13500	A
USGS	09380000	1922-04-22	12500	A
USGS	09380000	1922-04-23	13500	A
USGS	09380000	1922-04-24	17500	A
USGS	09380000	1922-04-25	24900	A
USGS	09380000	1922-04-26	30700	A
USGS	09380000	1922-04-27	32900	A
USGS	09380000	1922-04-28	36200	A
USGS	09380000	1922-04-29	40000	A
USGS	09380000	1922-04-30	42000	A
USGS	09380000	1922-05-01	42500	A
USGS	09380000	1922-05-02	46600	A
USGS	09380000	1922-05-03	53200	A
USGS	09380000	1922-05-04	55400	A
USGS	09380000	1922-05-05	55400	A
USGS	09380000	1922-05-06	61000	A
USGS	09380000	1922-05-07	62700	A
USGS	09380000	1922-05-08	71700	A
USGS	09380000	1922-05-09	81200	A
USGS	09380000	1922-05-10	86800	A
USGS	09380000	1922-05-11	85100	A
USGS	09380000	1922-05-12	81200	A
USGS	09380000	1922-05-13	72800	A
USGS	09380000	1922-05-14	65500	A
USGS	09380000	1922-05-15	61000	A
USGS	09380000	1922-05-16	56500	A
USGS	09380000	1922-05-17	54300	A
USGS	09380000	1922-05-18	51500	A
USGS	09380000	1922-05-19	50400	A
USGS	09380000	1922-05-20	55400	A
USGS	09380000	1922-05-21	60800	A
USGS	09380000	1922-05-22	65600	A
USGS	09380000	1922-05-23	73800	A
USGS	09380000	1922-05-24	78900	A
USGS	09380000	1922-05-25	83800	A
USGS	09380000	1922-05-26	91100	A
USGS	09380000	1922-05-27	95200	A
USGS	09380000	1922-05-28	103000	A
USGS	09380000	1922-05-29	110000	A
USGS	09380000	1922-05-30	114000	A
USGS	09380000	1922-05-31	116000	A
USGS	09380000	1922-06-01	114000	A
USGS	09380000	1922-06-02	113000	A
USGS	09380000	1922-06-03	107000	A
USGS	09380000	1922-06-04	95700	A
USGS	09380000	1922-06-05	86200	A
USGS	09380000	1922-06-06	81200	A
USGS	09380000	1922-06-07	81200	A
USGS	09380000	1922-06-08	84500	A
USGS	09380000	1922-06-09	88500	A
USGS	09380000	1922-06-10	93500	A
USGS	09380000	1922-06-11	104000	A
USGS	09380000	1922-06-12	108000	A
USGS	09380000	1922-06-13	108000	A
USGS	09380000	1922-06-14	102000	A
USGS	09380000	1922-06-15	99700	A
USGS	09380000	1922-06-16	99100	A
USGS	09380000	1922-06-17	97400	A
USGS	09380000	1922-06-18	87900	A
USGS	09380000	1922-06-19	79500	A
USGS	09380000	1922-06-20	75600	A
USGS	09380000	1922-06-21	75600	A
USGS	09380000	1922-06-22	75000	A
USGS	09380000	1922-06-23	75000	A
USGS	09380000	1922-06-24	72200	A
USGS	09380000	1922-06-25	71700	A
USGS	09380000	1922-06-26	68900	A
USGS	09380000	1922-06-27	65500	A
USGS	09380000	1922-06-28	61600	A
USGS	09380000	1922-06-29	57100	A
USGS	09380000	1922-06-30	55400	A
USGS	09380000	1922-07-01	52100	A
USGS	09380000	1922-07-02	48800	A
USGS	09380000	1922-07-03	46100	A
USGS	09380000	1922-07-04	44000	A
USGS	09380000	1922-07-05	42500	A
USGS	09380000	1922-07-06	36600	A
USGS	09380000	1922-07-07	34800	A
USGS	09380000	1922-07-08	32900	A
USGS	09380000	1922-07-09	31200	A
USGS	09380000	1922-07-10	28200	A
USGS	09380000	1922-07-11	27000	A
USGS	09380000	1922-07-12	25000	A
USGS	09380000	1922-07-13	23100	A
USGS	09380000	1922-07-14	22400	A
USGS	09380000	1922-07-15	21300	A
USGS	09380000	1922-07-16	19300	A
USGS	09380000	1922-07-17	18400	A
USGS	09380000	1922-07-18	16800	A
USGS	09380000	1922-07-19	15400	A
USGS	09380000	1922-07-20	14600	A
USGS	09380000	1922-07-21	13800	A
USGS	09380000	1922-07-22	13100	A
USGS	09380000	1922-07-23	12800	A
USGS	09380000	1922-07-24	11900	A
USGS	09380000	1922-07-25	11200	A
USGS	09380000	1922-07-26	10800	A
USGS	09380000	1922-07-27	10400	A
USGS	09380000	1922-07-28	10400	A
USGS	09380000	1922-07-29	10100	A
USGS	09380000	1922-07-30	9930	A
USGS	09380000	1922-07-31	10100	A
USGS	09380000	1922-08-01	11900	A
USGS	09380000	1922-08-02	12100	A
USGS	09380000	1922-08-03	12400	A
USGS	09380000	1922-08-04	13400	A
USGS	09380000	1922-08-05	14900	A
USGS	09380000	1922-08-06	14100	A
USGS	09380000	1922-08-07	12400	A
USGS	09380000	1922-08-08	11900	A
USGS	09380000	1922-08-09	11700	A
USGS	09380000	1922-08-10	11000	A
USGS	09380000	1922-08-11	9930	A
USGS	09380000	1922-08-12	10600	A
USGS	09380000	1922-08-13	9120	A
USGS	09380000	1922-08-14	8930	A
USGS	09380000	1922-08-15	8740	A
USGS	09380000	1922-08-16	8180	A
USGS	09380000	1922-08-17	8180	A
USGS	09380000	1922-08-18	8550	A
USGS	09380000	1922-08-19	8550	A
USGS	09380000	1922-08-20	11500	A
USGS	09380000	1922-08-21	11000	A
USGS	09380000	1922-08-22	11700	A
USGS	09380000	1922-08-23	12400	A
USGS	09380000	1922-08-24	12400	A
USGS	09380000	1922-08-25	19300	A
USGS	09380000	1922-08-26	17800	A
USGS	09380000	1922-08-27	12600	A
USGS	09380000	1922-08-28	11000	A
USGS	09380000	1922-08-29	10400	A
USGS	09380000	1922-08-30	9320	A
USGS	09380000	1922-08-31	8930	A
USGS	09380000	1922-09-01	8550	A
USGS	09380000	1922-09-02	8740	A
USGS	09380000	1922-09-03	8740	A
USGS	09380000	1922-09-04	10800	A
USGS	09380000	1922-09-05	11700	A
USGS	09380000	1922-09-06	9930	A
USGS	09380000	1922-09-07	8930	A
USGS	09380000	1922-09-08	8930	A
USGS	09380000	1922-09-09	9120	A
USGS	09380000	1922-09-10	8550	A
USGS	09380000	1922-09-11	8180	A
USGS	09380000	1922-09-12	7820	A
USGS	09380000	1922-09-13	7300	A
USGS	09380000	1922-09-14	6960	A
USGS	09380000	1922-09-15	6640	A
USGS	09380000	1922-09-16	6480	A
USGS	09380000	1922-09-17	6320	A
USGS	09380000	1922-09-18	6170	A
USGS	09380000	1922-09-19	5720	A
USGS	09380000	1922-09-20	5580	A
USGS	09380000	1922-09-21	5580	A
USGS	09380000	1922-09-22	5300	A
USGS	09380000	1922-09-23	5300	A
USGS	09380000	1922-09-24	5170	A
USGS	09380000	1922-09-25	5040	A
USGS	09380000	1922-09-26	5040	A
USGS	09380000	1922-09-27	4920	A
USGS	09380000	1922-09-28	4920	A
USGS	09380000	1922-09-29	4790	A
USGS	09380000	1922-09-30	4790	A
USGS	09380000	1922-10-01	4660	A
USGS	09380000	1922-10-02	4540	A
USGS	09380000	1922-10-03	4540	A
USGS	09380000	1922-10-04	4540	A
USGS	09380000	1922-10-05	4660	A
USGS	09380000	1922-10-06	4660	A
USGS	09380000	1922-10-07	4790	A
USGS	09380000	1922-10-08	4790	A
USGS	09380000	1922-10-09	4660	A
USGS	09380000	1922-10-10	4540	A
USGS	09380000	1922-10-11	4540	A
USGS	09380000	1922-10-12	4540	A
USGS	09380000	1922-10-13	4420	A
USGS	09380000	1922-10-14	4420	A
USGS	09380000	1922-10-15	4540	A
USGS	09380000	1922-10-16	4540	A
USGS	09380000	1922-10-17	4540	A
USGS	09380000	1922-10-18	4540	A
USGS	09380000	1922-10-19	4540	A
USGS	09380000	1922-10-20	4540	A
USGS	09380000	1922-10-21	4790	A
USGS	09380000	1922-10-22	4790	A
USGS	09380000	1922-10-23	4790	A
USGS	09380000	1922-10-24	4790	A
USGS	09380000	1922-10-25	4790	A
USGS	09380000	1922-10-26	4790	A
USGS	09380000	1922-10-27	4920	A
USGS	09380000	1922-10-28	4920	A
USGS	09380000	1922-10-29	5170	A
USGS	09380000	1922-10-30	5170	A
USGS	09380000	1922-10-31	5170	A
USGS	09380000	1922-11-01	5170	A
USGS	09380000	1922-11-02	5300	A
USGS	09380000	1922-11-03	5580	A
USGS	09380000	1922-11-04	6020	A
USGS	09380000	1922-11-05	6480	A
USGS	09380000	1922-11-06	6480	A
USGS	09380000	1922-11-07	6480	A
USGS	09380000	1922-11-08	6640	A
USGS	09380000	1922-11-09	6960	A
USGS	09380000	1922-11-10	7130	A
USGS	09380000	1922-11-11	7130	A
USGS	09380000	1922-11-12	6960	A
USGS	09380000	1922-11-13	6960	A
USGS	09380000	1922-11-14	6960	A
USGS	09380000	1922-11-15	7130	A
USGS	09380000	1922-11-16	7130	A
USGS	09380000	1922-11-17	7300	A
USGS	09380000	1922-11-18	7300	A
USGS	09380000	1922-11-19	6960	A
USGS	09380000	1922-11-20	6640	A
USGS	09380000	1922-11-21	6480	A
USGS	09380000	1922-11-22	6480	A
USGS	09380000	1922-11-23	6640	A
USGS	09380000	1922-11-24	6800	A
USGS	09380000	1922-11-25	6960	A
USGS	09380000	1922-11-26	6960	A
USGS	09380000	1922-11-27	6960	A
USGS	09380000	1922-11-28	7130	A
USGS	09380000	1922-11-29	6960	A
USGS	09380000	1922-11-30	6960	A
USGS	09380000	1922-12-01	7130	A
USGS	09380000	1922-12-02	6640	A
USGS	09380000	1922-12-03	7130	A
USGS	09380000	1922-12-04	7130	A
USGS	09380000	1922-12-05	6960	A
USGS	09380000	1922-12-06	6800	A
USGS	09380000	1922-12-07	6640	A
USGS	09380000	1922-12-08	6960	A
USGS	09380000	1922-12-09	7130	A
USGS	09380000	1922-12-10	7130	A
USGS	09380000	1922-12-11	6960	A
USGS	09380000	1922-12-12	6800	A
USGS	09380000	1922-12-13	6640	A
USGS	09380000	1922-12-14	6800	A
USGS	09380000	1922-12-15	6320	A
USGS	09380000	1922-12-16	6170	A
USGS	09380000	1922-12-17	5870	A
USGS	09380000	1922-12-18	6170	A
USGS	09380000	1922-12-19	6960	A
USGS	09380000	1922-12-20	7130	A
USGS	09380000	1922-12-21	7130	A
USGS	09380000	1922-12-22	7130	A
USGS	09380000	1922-12-23	7130	A
USGS	09380000	1922-12-24	6480	A
USGS	09380000	1922-12-25	6020	A
USGS	09380000	1922-12-26	4920	A
USGS	09380000	1922-12-27	4920	A
USGS	09380000	1922-12-28	4920	A
USGS	09380000	1922-12-29	4920	A
USGS	09380000	1922-12-30	5300	A
USGS	09380000	1922-12-31	5580	A
USGS	09380000	1923-01-01	5720	A
USGS	09380000	1923-01-02	5870	A
USGS	09380000	1923-01-03	6320	A
USGS	09380000	1923-01-04	5720	A
USGS	09380000	1923-01-05	5440	A
USGS	09380000	1923-01-06	5870	A
USGS	09380000	1923-01-07	5170	A
USGS	09380000	1923-01-08	5300	A
USGS	09380000	1923-01-09	5300	A
USGS	09380000	1923-01-10	5580	A
USGS	09380000	1923-01-11	6020	A
USGS	09380000	1923-01-12	6170	A
USGS	09380000	1923-01-13	6020	A
USGS	09380000	1923-01-14	6170	A
USGS	09380000	1923-01-15	6320	A
USGS	09380000	1923-01-16	6480	A
USGS	09380000	1923-01-17	6480	A
USGS	09380000	1923-01-18	6320	A
USGS	09380000	1923-01-19	6260	A
USGS	09380000	1923-01-20	6260	A
USGS	09380000	1923-01-21	6260	A
USGS	09380000	1923-01-22	6090	A
USGS	09380000	1923-01-23	6090	A
USGS	09380000	1923-01-24	6090	A
USGS	09380000	1923-01-25	6260	A
USGS	09380000	1923-01-26	6260	A
USGS	09380000	1923-01-27	6440	A
USGS	09380000	1923-01-28	6620	A
USGS	09380000	1923-01-29	6440	A
USGS	09380000	1923-01-30	6260	A
USGS	09380000	1923-01-31	6260	A
USGS	09380000	1923-02-01	6260	A
USGS	09380000	1923-02-02	6090	A
USGS	09380000	1923-02-03	6090	A
USGS	09380000	1923-02-04	6090	A
USGS	09380000	1923-02-05	6090	A
USGS	09380000	1923-02-06	6090	A
USGS	09380000	1923-02-07	5920	A
USGS	09380000	1923-02-08	5400	A
USGS	09380000	1923-02-09	5230	A
USGS	09380000	1923-02-10	5230	A
USGS	09380000	1923-02-11	5060	A
USGS	09380000	1923-02-12	5060	A
USGS	09380000	1923-02-13	5060	A
USGS	09380000	1923-02-14	5230	A
USGS	09380000	1923-02-15	5230	A
USGS	09380000	1923-02-16	5400	A
USGS	09380000	1923-02-17	5740	A
USGS	09380000	1923-02-18	5920	A
USGS	09380000	1923-02-19	6090	A
USGS	09380000	1923-02-20	6260	A
USGS	09380000	1923-02-21	6800	A
USGS	09380000	1923-02-22	6800	A
USGS	09380000	1923-02-23	6980	A
USGS	09380000	1923-02-24	6980	A
USGS	09380000	1923-02-25	7160	A
USGS	09380000	1923-02-26	7340	A
USGS	09380000	1923-02-27	7530	A
USGS	09380000	1923-02-28	7530	A
USGS	09380000	1923-03-01	7530	A
USGS	09380000	1923-03-02	7340	A
USGS	09380000	1923-03-03	7340	A
USGS	09380000	1923-03-04	6980	A
USGS	09380000	1923-03-05	6980	A
USGS	09380000	1923-03-06	6980	A
USGS	09380000	1923-03-07	7340	A
USGS	09380000	1923-03-08	7910	A
USGS	09380000	1923-03-09	7910	A
USGS	09380000	1923-03-10	7530	A
USGS	09380000	1923-03-11	7160	A
USGS	09380000	1923-03-12	7160	A
USGS	09380000	1923-03-13	7160	A
USGS	09380000	1923-03-14	7530	A
USGS	09380000	1923-03-15	7910	A
USGS	09380000	1923-03-16	7720	A
USGS	09380000	1923-03-17	7720	A
USGS	09380000	1923-03-18	7720	A
USGS	09380000	1923-03-19	7720	A
USGS	09380000	1923-03-20	7720	A
USGS	09380000	1923-03-21	7340	A
USGS	09380000	1923-03-22	7160	A
USGS	09380000	1923-03-23	6980	A
USGS	09380000	1923-03-24	6980	A
USGS	09380000	1923-03-25	6980	A
USGS	09380000	1923-03-26	6980	A
USGS	09380000	1923-03-27	6800	A
USGS	09380000	1923-03-28	6620	A
USGS	09380000	1923-03-29	6620	A
USGS	09380000	1923-03-30	6440	A
USGS	09380000	1923-03-31	6980	A
USGS	09380000	1923-04-01	8690	A
USGS	09380000	1923-04-02	13100	A
USGS	09380000	1923-04-03	16100	A
USGS	09380000	1923-04-04	19400	A
USGS	09380000	1923-04-05	21100	A
USGS	09380000	1923-04-06	20800	A
USGS	09380000	1923-04-07	20400	A
USGS	09380000	1923-04-08	18300	A
USGS	09380000	1923-04-09	17000	A
USGS	09380000	1923-04-10	15800	A
USGS	09380000	1923-04-11	15800	A
USGS	09380000	1923-04-12	17700	A
USGS	09380000	1923-04-13	19000	A
USGS	09380000	1923-04-14	19000	A
USGS	09380000	1923-04-15	18600	A
USGS	09380000	1923-04-16	19000	A
USGS	09380000	1923-04-17	21100	A
USGS	09380000	1923-04-18	23100	A
USGS	09380000	1923-04-19	24800	A
USGS	09380000	1923-04-20	24800	A
USGS	09380000	1923-04-21	25600	A
USGS	09380000	1923-04-22	28400	A
USGS	09380000	1923-04-23	30700	A
USGS	09380000	1923-04-24	31200	A
USGS	09380000	1923-04-25	32100	A
USGS	09380000	1923-04-26	29700	A
USGS	09380000	1923-04-27	26100	A
USGS	09380000	1923-04-28	23100	A
USGS	09380000	1923-04-29	21500	A
USGS	09380000	1923-04-30	20800	A
USGS	09380000	1923-05-01	21400	A
USGS	09380000	1923-05-02	22500	A
USGS	09380000	1923-05-03	26300	A
USGS	09380000	1923-05-04	30400	A
USGS	09380000	1923-05-05	31700	A
USGS	09380000	1923-05-06	35400	A
USGS	09380000	1923-05-07	40900	A
USGS	09380000	1923-05-08	47300	A
USGS	09380000	1923-05-09	50700	A
USGS	09380000	1923-05-10	56500	A
USGS	09380000	1923-05-11	58900	A
USGS	09380000	1923-05-12	63800	A
USGS	09380000	1923-05-13	67400	A
USGS	09380000	1923-05-14	71500	A
USGS	09380000	1923-05-15	71000	A
USGS	09380000	1923-05-16	69200	A
USGS	09380000	1923-05-17	63200	A
USGS	09380000	1923-05-18	57100	A
USGS	09380000	1923-05-19	54700	A
USGS	09380000	1923-05-20	55300	A
USGS	09380000	1923-05-21	57100	A
USGS	09380000	1923-05-22	60800	A
USGS	09380000	1923-05-23	67400	A
USGS	09380000	1923-05-24	72700	A
USGS	09380000	1923-05-25	73300	A
USGS	09380000	1923-05-26	70400	A
USGS	09380000	1923-05-27	72100	A
USGS	09380000	1923-05-28	75600	A
USGS	09380000	1923-05-29	85400	A
USGS	09380000	1923-05-30	93100	A
USGS	09380000	1923-05-31	96200	A
USGS	09380000	1923-06-01	94200	A
USGS	09380000	1923-06-02	90700	A
USGS	09380000	1923-06-03	89600	A
USGS	09380000	1923-06-04	87800	A
USGS	09380000	1923-06-05	85500	A
USGS	09380000	1923-06-06	86100	A
USGS	09380000	1923-06-07	85500	A
USGS	09380000	1923-06-08	80300	A
USGS	09380000	1923-06-09	75100	A
USGS	09380000	1923-06-10	73900	A
USGS	09380000	1923-06-11	71600	A
USGS	09380000	1923-06-12	70400	A
USGS	09380000	1923-06-13	69900	A
USGS	09380000	1923-06-14	72800	A
USGS	09380000	1923-06-15	77400	A
USGS	09380000	1923-06-16	82000	A
USGS	09380000	1923-06-17	85500	A
USGS	09380000	1923-06-18	87800	A
USGS	09380000	1923-06-19	87800	A
USGS	09380000	1923-06-20	84400	A
USGS	09380000	1923-06-21	79700	A
USGS	09380000	1923-06-22	74500	A
USGS	09380000	1923-06-23	70400	A
USGS	09380000	1923-06-24	67500	A
USGS	09380000	1923-06-25	64600	A
